Title,genre,released,score,star,budget,Marketing Spend,Marketing Amount,gross,Profitability,Pre Production Spend,Pre-Production Amount,VFX Spend,VFX Amount,Post Production Spend,Post Production Amount,Music Spend,Music Amount,Distribution,Distribution Amount
Becoming Astrid,Biography,"September 14, 2018 (Sweden)",7.1,Alba August,25312316.72,17.5,4429655.427,962653,-24349663.72,55,13921774.2,7.5,1898423.754,7.5,1898423.754,4,1012492.669,12.5,3164039.59
Goosebumps 2: Haunted Halloween,Animation,"October 12, 2018 (United States)",5.6,Wendi McLendon-Covey,35000000,20,7000000,93320380,58320380,35,12250000,45,15750000,10,3500000,5,1750000,12.5,4375000
The Quake,Action,"December 14, 2018 (United States)",6.2,Kristoffer Joner,58084599.21,37.5,21781724.7,13837294,-44247305.21,45,26138069.64,30,17425379.76,7.5,4356344.941,4,2323383.968,12.5,7260574.901
Nobody's Fool,Comedy,"November 2, 2018 (United States)",4.9,Tiffany Haddish,19000000,25,4750000,33705333,14705333,55,10450000,7.5,1425000,7.5,1425000,4,760000,12.5,2375000
7 Days in Entebbe,Action,"March 16, 2018 (United States)",5.8,Batsheva Dance Company,58084599.21,37.5,21781724.7,8771432,-49313167.21,45,26138069.64,30,17425379.76,7.5,4356344.941,4,2323383.968,12.5,7260574.901
My Hero Academia: Two Heroes,Animation,"September 25, 2018 (United States)",7.5,Daiki Yamashita,75785197.13,20,15157039.43,21022724,-54762473.13,35,26524819,45,34103338.71,10,7578519.713,5,3789259.857,12.5,9473149.642
An Interview with God,Drama,"August 21, 2018 (United States)",5.8,David Strathairn,22914608.79,17.5,4010056.539,2251795,-20662813.79,65,14894495.71,7.5,1718595.659,7.5,1718595.659,4,916584.3517,12.5,2864326.099
Midsommar,Drama,"July 3, 2019 (United States)",7.1,Florence Pugh,9000000,17.5,1575000,47967636,38967636,65,5850000,7.5,675000,7.5,675000,4,360000,12.5,1125000
Once Upon a Time... In Hollywood,Comedy,"July 26, 2019 (United States)",7.6,Leonardo DiCaprio,90000000,25,22500000,374565754,284565754,55,49500000,7.5,6750000,7.5,6750000,4,3600000,12.5,11250000
Avengers: Endgame,Action,"April 26, 2019 (United States)",8.4,Robert Downey Jr.,356000000,37.5,133500000,2797501328,2441501328,45,160200000,30,106800000,7.5,26700000,4,14240000,12.5,44500000
Fighting with My Family,Biography,"February 22, 2019 (United States)",7.1,Dwayne Johnson,11000000,17.5,1925000,40811919,29811919,55,6050000,7.5,825000,7.5,825000,4,440000,12.5,1375000
Little Women,Drama,"December 25, 2019 (United States)",7.8,Saoirse Ronan,40000000,17.5,7000000,216601214,176601214,65,26000000,7.5,3000000,7.5,3000000,4,1600000,12.5,5000000
Escape Room,Action,"January 4, 2019 (United States)",6.4,Taylor Russell,9000000,37.5,3375000,155712077,146712077,45,4050000,30,2700000,7.5,675000,4,360000,12.5,1125000
The Dead Don't Die,Comedy,"June 14, 2019 (United States)",5.5,Bill Murray,22607802.13,25,5651950.532,15325468,-7282334.129,55,12434291.17,7.5,1695585.16,7.5,1695585.16,4,904312.0852,12.5,2825975.266
Joker,Crime,"October 4, 2019 (United States)",8.4,Joaquin Phoenix,55000000,20,11000000,1074427370,1019427370,55,30250000,15,8250000,7.5,4125000,6,3300000,12.5,6875000
Yesterday,Comedy,"June 28, 2019 (United States)",6.8,Himesh Patel,26000000,25,6500000,153193369,127193369,55,14300000,7.5,1950000,7.5,1950000,4,1040000,12.5,3250000
Parasite,Comedy,"November 8, 2019 (United States)",8.6,Kang-ho Song,11400000,25,2850000,258908054,247508054,55,6270000,7.5,855000,7.5,855000,4,456000,12.5,1425000
John Wick: Chapter 3 - Parabellum,Action,"May 17, 2019 (United States)",7.4,Keanu Reeves,75000000,37.5,28125000,327281779,252281779,45,33750000,30,22500000,7.5,5625000,4,3000000,12.5,9375000
Knives Out,Comedy,"November 27, 2019 (United States)",7.9,Daniel Craig,40000000,25,10000000,311539397,271539397,55,22000000,7.5,3000000,7.5,3000000,4,1600000,12.5,5000000
Fast & Furious Presents: Hobbs & Shaw,Action,"August 2, 2019 (United States)",6.4,Dwayne Johnson,200000000,37.5,75000000,759056935,559056935,45,90000000,30,60000000,7.5,15000000,4,8000000,12.5,25000000
Captain Marvel,Action,"March 8, 2019 (United States)",6.8,Brie Larson,160000000,37.5,60000000,1128462972,968462972,45,72000000,30,48000000,7.5,12000000,4,6400000,12.5,20000000
After,Drama,"April 12, 2019 (United States)",5.3,Josephine Langford,14000000,17.5,2450000,69756455,55756455,65,9100000,7.5,1050000,7.5,1050000,4,560000,12.5,1750000
Spider-Man: Far from Home,Action,"July 2, 2019 (United States)",7.5,Tom Holland,160000000,37.5,60000000,1131927996,971927996,45,72000000,30,48000000,7.5,12000000,4,6400000,12.5,20000000
Jojo Rabbit,Comedy,"November 8, 2019 (United States)",7.9,Roman Griffin Davis,14000000,25,3500000,90335025,76335025,55,7700000,7.5,1050000,7.5,1050000,4,560000,12.5,1750000
Shazam!,Action,"April 5, 2019 (United States)",7,Zachary Levi,100000000,37.5,37500000,365971656,265971656,45,45000000,30,30000000,7.5,7500000,4,4000000,12.5,12500000
It Chapter Two,Drama,"September 6, 2019 (United States)",6.5,Jessica Chastain,79000000,17.5,13825000,473093228,394093228,65,51350000,7.5,5925000,7.5,5925000,4,3160000,12.5,9875000
1917,Drama,"January 10, 2020 (United States)",8.3,Dean-Charles Chapman,95000000,17.5,16625000,384623579,289623579,65,61750000,7.5,7125000,7.5,7125000,4,3800000,12.5,11875000
Star Wars: Episode IX - The Rise of Skywalker,Action,"December 20, 2019 (United States)",6.5,Daisy Ridley,275000000,37.5,103125000,1078232589,803232589,45,123750000,30,82500000,7.5,20625000,4,11000000,12.5,34375000
Ford v Ferrari,Action,"November 15, 2019 (United States)",8.1,Matt Damon,97600000,37.5,36600000,225508210,127908210,45,43920000,30,29280000,7.5,7320000,4,3904000,12.5,12200000
The Irishman,Biography,"November 27, 2019 (United States)",7.8,Robert De Niro,159000000,17.5,27825000,968853,-158031147,55,87450000,7.5,11925000,7.5,11925000,4,6360000,12.5,19875000
The Lighthouse,Drama,"November 1, 2019 (United States)",7.5,Robert Pattinson,22914608.79,17.5,4010056.539,18123239,-4791369.792,65,14894495.71,7.5,1718595.659,7.5,1718595.659,4,916584.3517,12.5,2864326.099
Jumanji: The Next Level,Action,"December 13, 2019 (United States)",6.6,Dwayne Johnson,125000000,37.5,46875000,800059707,675059707,45,56250000,30,37500000,7.5,9375000,4,5000000,12.5,15625000
Alita: Battle Angel,Action,"February 14, 2019 (United States)",7.3,Rosa Salazar,170000000,37.5,63750000,404980543,234980543,45,76500000,30,51000000,7.5,12750000,4,6800000,12.5,21250000
Us,Horror,"March 22, 2019 (United States)",6.8,Lupita Nyong'o,20000000,25,5000000,255184580,235184580,45,9000000,15,3000000,7.5,1500000,6,1200000,12.5,2500000
Ready or Not,Action,"August 21, 2019 (United States)",6.9,Samara Weaving,6000000,37.5,2250000,57615777,51615777,45,2700000,30,1800000,7.5,450000,4,240000,12.5,750000
Hellboy,Action,"April 12, 2019 (United States)",5.2,David Harbour,50000000,37.5,18750000,55065289,5065289,45,22500000,30,15000000,7.5,3750000,4,2000000,12.5,6250000
Terminator: Dark Fate,Action,"November 1, 2019 (United States)",6.2,Linda Hamilton,185000000,37.5,69375000,261119292,76119292,45,83250000,30,55500000,7.5,13875000,4,7400000,12.5,23125000
Downton Abbey,Drama,"September 20, 2019 (United States)",7.4,Stephen Campbell Moore,13000000,17.5,2275000,237860050,224860050,65,8450000,7.5,975000,7.5,975000,4,520000,12.5,1625000
Gemini Man,Action,"October 11, 2019 (United States)",5.7,Will Smith,138000000,37.5,51750000,173469516,35469516,45,62100000,30,41400000,7.5,10350000,4,5520000,12.5,17250000
Booksmart,Comedy,"May 24, 2019 (United States)",7.2,Kaitlyn Dever,6000000,25,1500000,24959607,18959607,55,3300000,7.5,450000,7.5,450000,4,240000,12.5,750000
Dora and the Lost City of Gold,Adventure,"August 9, 2019 (United States)",6.1,Isabela Merced,49000000,37.5,18375000,119682635,70682635,45,22050000,30,14700000,7.5,3675000,4,1960000,12.5,6125000
Glass,Drama,"January 18, 2019 (United States)",6.6,James McAvoy,20000000,17.5,3500000,246999039,226999039,65,13000000,7.5,1500000,7.5,1500000,4,800000,12.5,2500000
The Best of Enemies,Biography,"April 5, 2019 (United States)",7.2,Taraji P. Henson,10000000,17.5,1750000,10209813,209813,55,5500000,7.5,750000,7.5,750000,4,400000,12.5,1250000
Official Secrets,Biography,"August 30, 2019 (United States)",7.3,Keira Knightley,25312316.72,17.5,4429655.427,10088753,-15223563.72,55,13921774.2,7.5,1898423.754,7.5,1898423.754,4,1012492.669,12.5,3164039.59
The Lion King,Animation,"July 19, 2019 (United States)",6.9,Donald Glover,260000000,20,52000000,1670727580,1410727580,35,91000000,45,117000000,10,26000000,5,13000000,12.5,32500000
Aladdin,Adventure,"May 24, 2019 (United States)",6.9,Will Smith,183000000,37.5,68625000,1050693953,867693953,45,82350000,30,54900000,7.5,13725000,4,7320000,12.5,22875000
Marriage Story,Comedy,"December 6, 2019 (United States)",7.9,Adam Driver,18600000,25,4650000,333686,-18266314,55,10230000,7.5,1395000,7.5,1395000,4,744000,12.5,2325000
Godzilla: King of the Monsters,Action,"May 31, 2019 (United States)",6,Kyle Chandler,170000000,37.5,63750000,386600138,216600138,45,76500000,30,51000000,7.5,12750000,4,6800000,12.5,21250000
Rocketman,Biography,"May 31, 2019 (United States)",7.3,Taron Egerton,40000000,17.5,7000000,195179299,155179299,55,22000000,7.5,3000000,7.5,3000000,4,1600000,12.5,5000000
Hustlers,Comedy,"September 13, 2019 (United States)",6.3,Constance Wu,20000000,25,5000000,157563598,137563598,55,11000000,7.5,1500000,7.5,1500000,4,800000,12.5,2500000
Anna,Action,"June 21, 2019 (United States)",6.6,Sasha Luss,58084599.21,37.5,21781724.7,31626978,-26457621.21,45,26138069.64,30,17425379.76,7.5,4356344.941,4,2323383.968,12.5,7260574.901
Portrait of a Lady on Fire,Drama,"February 14, 2020 (United States)",8.1,Noémie Merlant,22914608.79,17.5,4010056.539,10123353,-12791255.79,65,14894495.71,7.5,1718595.659,7.5,1718595.659,4,916584.3517,12.5,2864326.099
Toy Story 4,Animation,"June 21, 2019 (United States)",7.7,Tom Hanks,200000000,20,40000000,1073394593,873394593,35,70000000,45,90000000,10,20000000,5,10000000,12.5,25000000
Zombieland: Double Tap,Action,"October 18, 2019 (United States)",6.7,Woody Harrelson,42000000,37.5,15750000,122810399,80810399,45,18900000,30,12600000,7.5,3150000,4,1680000,12.5,5250000
Long Shot,Comedy,"May 3, 2019 (United States)",6.8,Charlize Theron,40000000,25,10000000,53873809,13873809,55,22000000,7.5,3000000,7.5,3000000,4,1600000,12.5,5000000
Angel Has Fallen,Action,"August 23, 2019 (United States)",6.4,Gerard Butler,40000000,37.5,15000000,146661977,106661977,45,18000000,30,12000000,7.5,3000000,4,1600000,12.5,5000000
Men in Black: International,Action,"June 14, 2019 (United States)",5.6,Chris Hemsworth,110000000,37.5,41250000,253890701,143890701,45,49500000,30,33000000,7.5,8250000,4,4400000,12.5,13750000
X-Men: Dark Phoenix,Action,"June 7, 2019 (United States)",5.7,James McAvoy,200000000,37.5,75000000,252442974,52442974,45,90000000,30,60000000,7.5,15000000,4,8000000,12.5,25000000
Frozen II,Animation,"November 22, 2019 (United States)",6.8,Kristen Bell,150000000,20,30000000,1450026933,1300026933,35,52500000,45,67500000,10,15000000,5,7500000,12.5,18750000
Brightburn,Drama,"May 24, 2019 (United States)",6.1,Elizabeth Banks,6000000,17.5,1050000,32893421,26893421,65,3900000,7.5,450000,7.5,450000,4,240000,12.5,750000
Ad Astra,Adventure,"September 20, 2019 (United States)",6.5,Brad Pitt,90000000,37.5,33750000,127461872,37461872,45,40500000,30,27000000,7.5,6750000,4,3600000,12.5,11250000
The Peanut Butter Falcon,Adventure,"August 23, 2019 (United States)",7.6,Zack Gottsagen,6200000,37.5,2325000,133031473,126831473,45,2790000,30,1860000,7.5,465000,4,248000,12.5,775000
Good Boys,Adventure,"August 16, 2019 (United States)",6.7,Jacob Tremblay,20000000,37.5,7500000,111037232,91037232,45,9000000,30,6000000,7.5,1500000,4,800000,12.5,2500000
Ma,Horror,"May 31, 2019 (United States)",5.6,Octavia Spencer,5000000,25,1250000,61105744,56105744,45,2250000,15,750000,7.5,375000,6,300000,12.5,625000
Five Feet Apart,Drama,"March 15, 2019 (United States)",7.2,Haley Lu Richardson,7000000,17.5,1225000,91527795,84527795,65,4550000,7.5,525000,7.5,525000,4,280000,12.5,875000
Cold Pursuit,Action,"February 8, 2019 (United States)",6.2,Liam Neeson,60000000,37.5,22500000,76419755,16419755,45,27000000,30,18000000,7.5,4500000,4,2400000,12.5,7500000
Crawl,Action,"July 12, 2019 (United States)",6.1,Kaya Scodelario,13500000,37.5,5062500,91542097,78042097,45,6075000,30,4050000,7.5,1012500,4,540000,12.5,1687500
Annabelle Comes Home,Horror,"June 26, 2019 (United States)",5.9,Vera Farmiga,30000000,25,7500000,231252591,201252591,45,13500000,15,4500000,7.5,2250000,6,1800000,12.5,3750000
Rambo: Last Blood,Action,"September 20, 2019 (United States)",6.1,Sylvester Stallone,50000000,37.5,18750000,91490353,41490353,45,22500000,30,15000000,7.5,3750000,4,2000000,12.5,6250000
Late Night,Comedy,"June 14, 2019 (United States)",6.5,Emma Thompson,4000000,25,1000000,22386555,18386555,55,2200000,7.5,300000,7.5,300000,4,160000,12.5,500000
The Addams Family,Animation,"October 11, 2019 (United States)",5.8,Oscar Isaac,24000000,20,4800000,203783566,179783566,35,8400000,45,10800000,10,2400000,5,1200000,12.5,3000000
The Goldfinch,Drama,"September 13, 2019 (United States)",6.3,Oakes Fegley,45000000,17.5,7875000,9932621,-35067379,65,29250000,7.5,3375000,7.5,3375000,4,1800000,12.5,5625000
A Beautiful Day in the Neighborhood,Biography,"November 22, 2019 (United States)",7.3,Tom Hanks,25000000,17.5,4375000,67760877,42760877,55,13750000,7.5,1875000,7.5,1875000,4,1000000,12.5,3125000
How to Train Your Dragon: The Hidden World,Animation,"February 22, 2019 (United States)",7.5,Jay Baruchel,129000000,20,25800000,525683457,396683457,35,45150000,45,58050000,10,12900000,5,6450000,12.5,16125000
Pokémon Detective Pikachu,Action,"May 10, 2019 (United States)",6.6,Ryan Reynolds,150000000,37.5,56250000,433921300,283921300,45,67500000,30,45000000,7.5,11250000,4,6000000,12.5,18750000
Serenity,Drama,"January 25, 2019 (United States)",5.4,Matthew McConaughey,25000000,17.5,4375000,14454622,-10545378,65,16250000,7.5,1875000,7.5,1875000,4,1000000,12.5,3125000
Maleficent: Mistress of Evil,Adventure,"October 18, 2019 (United States)",6.6,Angelina Jolie,185000000,37.5,69375000,491730089,306730089,45,83250000,30,55500000,7.5,13875000,4,7400000,12.5,23125000
The Last Black Man in San Francisco,Drama,"June 7, 2019 (United States)",7.3,Jimmie Fails,22914608.79,17.5,4010056.539,4637830,-18276778.79,65,14894495.71,7.5,1718595.659,7.5,1718595.659,4,916584.3517,12.5,2864326.099
The Secret Life of Pets 2,Animation,"June 7, 2019 (United States)",6.5,Patton Oswalt,80000000,20,16000000,430051293,350051293,35,28000000,45,36000000,10,8000000,5,4000000,12.5,10000000
The Curse of la Llorona,Horror,"April 19, 2019 (United States)",5.3,Linda Cardellini,9000000,25,2250000,123133739,114133739,45,4050000,15,1350000,7.5,675000,6,540000,12.5,1125000
Captive State,Action,"March 15, 2019 (United States)",6,John Goodman,25000000,37.5,9375000,8808611,-16191389,45,11250000,30,7500000,7.5,1875000,4,1000000,12.5,3125000
Scary Stories to Tell in the Dark,Adventure,"August 9, 2019 (United States)",6.2,Zoe Margaret Colletti,25000000,37.5,9375000,104545505,79545505,45,11250000,30,7500000,7.5,1875000,4,1000000,12.5,3125000
The Intruder,Thriller,"May 3, 2019 (United States)",5.6,Michael Ealy,8000000,20,1600000,36599361,28599361,55,4400000,15,1200000,7.5,600000,6,480000,12.5,1000000
The Angry Birds Movie 2,Animation,"August 14, 2019 (United States)",6.4,Jason Sudeikis,65000000,20,13000000,147792047,82792047,35,22750000,45,29250000,10,6500000,5,3250000,12.5,8125000
What Men Want,Comedy,"February 8, 2019 (United States)",5.3,Taraji P. Henson,20000000,25,5000000,72216294,52216294,55,11000000,7.5,1500000,7.5,1500000,4,800000,12.5,2500000
Pet Sematary,Horror,"April 5, 2019 (United States)",5.7,Jason Clarke,21000000,25,5250000,113118226,92118226,45,9450000,15,3150000,7.5,1575000,6,1260000,12.5,2625000
47 Meters Down: Uncaged,Adventure,"August 16, 2019 (United States)",5,Sophie Nélisse,12000000,37.5,4500000,47582563,35582563,45,5400000,30,3600000,7.5,900000,4,480000,12.5,1500000
The Art of Self-Defense,Action,"July 19, 2019 (United States)",6.6,Jesse Eisenberg,58084599.21,37.5,21781724.7,2414269,-55670330.21,45,26138069.64,30,17425379.76,7.5,4356344.941,4,2323383.968,12.5,7260574.901
Happy Death Day 2U,Comedy,"February 13, 2019 (United States)",6.2,Jessica Rothe,9000000,25,2250000,64600152,55600152,55,4950000,7.5,675000,7.5,675000,4,360000,12.5,1125000
Weathering with You,Animation,"January 17, 2020 (United States)",7.5,Kotaro Daigo,11100000,20,2220000,193457467,182357467,35,3885000,45,4995000,10,1110000,5,555000,12.5,1387500
The Kid,Biography,"March 8, 2019 (United States)",5.9,Jake Schur,8000000,17.5,1400000,1561698,-6438302,55,4400000,7.5,600000,7.5,600000,4,320000,12.5,1000000
Sword of Trust,Comedy,"July 19, 2019 (United States)",6.3,Marc Maron,22607802.13,25,5651950.532,323369,-22284433.13,55,12434291.17,7.5,1695585.16,7.5,1695585.16,4,904312.0852,12.5,2825975.266
The Lego Movie 2: The Second Part,Animation,"February 8, 2019 (United States)",6.6,Chris Pratt,99000000,20,19800000,192306508,93306508,35,34650000,45,44550000,10,9900000,5,4950000,12.5,12375000
Child's Play,Drama,"June 21, 2019 (United States)",5.8,Tim Matheson,10000000,17.5,1750000,44907074,34907074,65,6500000,7.5,750000,7.5,750000,4,400000,12.5,1250000
Luce,Drama,"August 23, 2019 (United States)",6.7,Naomi Watts,22914608.79,17.5,4010056.539,2268204,-20646404.79,65,14894495.71,7.5,1718595.659,7.5,1718595.659,4,916584.3517,12.5,2864326.099
The Souvenir,Drama,"August 30, 2019 (United Kingdom)",6.4,Neil Young,22914608.79,17.5,4010056.539,1719157,-21195451.79,65,14894495.71,7.5,1718595.659,7.5,1718595.659,4,916584.3517,12.5,2864326.099
The Farewell,Comedy,"August 9, 2019 (United States)",7.6,Shuzhen Zhao,22607802.13,25,5651950.532,23076657,468854.8709,55,12434291.17,7.5,1695585.16,7.5,1695585.16,4,904312.0852,12.5,2825975.266
Dumbo,Adventure,"March 29, 2019 (United States)",6.3,Colin Farrell,170000000,37.5,63750000,353284621,183284621,45,76500000,30,51000000,7.5,12750000,4,6800000,12.5,21250000
The Hustle,Comedy,"May 10, 2019 (United States)",5.4,Anne Hathaway,21000000,25,5250000,95017038,74017038,55,11550000,7.5,1575000,7.5,1575000,4,840000,12.5,2625000
Ode to Joy,Comedy,"August 9, 2019 (United States)",6.4,Martin Freeman,22607802.13,25,5651950.532,22594,-22585208.13,55,12434291.17,7.5,1695585.16,7.5,1695585.16,4,904312.0852,12.5,2825975.266
Shaft,Action,"June 14, 2019 (United States)",6.4,Samuel L. Jackson,35000000,37.5,13125000,21360215,-13639785,45,15750000,30,10500000,7.5,2625000,4,1400000,12.5,4375000
The Beach Bum,Comedy,"March 29, 2019 (United States)",5.5,Matthew McConaughey,5000000,25,1250000,4554416,-445584,55,2750000,7.5,375000,7.5,375000,4,200000,12.5,625000
The Kitchen,Action,"August 9, 2019 (United States)",5.5,Melissa McCarthy,38000000,37.5,14250000,15980032,-22019968,45,17100000,30,11400000,7.5,2850000,4,1520000,12.5,4750000
Can You Keep a Secret?,Comedy,"September 13, 2019 (United States)",5.3,Alexandra Daddario,22607802.13,25,5651950.532,1378160,-21229642.13,55,12434291.17,7.5,1695585.16,7.5,1695585.16,4,904312.0852,12.5,2825975.266
Stuber,Action,"July 12, 2019 (United States)",6.2,Dave Bautista,16000000,37.5,6000000,32390945,16390945,45,7200000,30,4800000,7.5,1200000,4,640000,12.5,2000000
The Art of Racing in the Rain,Comedy,"August 9, 2019 (United States)",7.6,Kevin Costner,18000000,25,4500000,33766787,15766787,55,9900000,7.5,1350000,7.5,1350000,4,720000,12.5,2250000
Blinded by the Light,Comedy,"August 16, 2019 (United States)",6.9,Billy Barratt,15000000,25,3750000,18096691,3096691,55,8250000,7.5,1125000,7.5,1125000,4,600000,12.5,1875000
